sound_id,onomatopoeia_katakana,confidence_score,acceptance_score,dsp_target_0,dsp_target_1,dsp_target_2,dsp_target_3,dsp_target_4,dsp_target_5,dsp_target_6,dsp_target_7,dsp_target_8,dsp_target_9
a1_wood3_012,コトッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood3_031,コロ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_bowl_078,カーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_005,ドーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_023,ドゥオーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_029,ドォーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_031,ドーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_037,ゴーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_038,ゴーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_044,ドドーン,5,5.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_045,ドドーン,5,5.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_088,ドーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_coffcan_076,カン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_colacan_010,タン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_colacan_011,カン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_trashbox_023,トン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_051,ピン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_011,キン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_012,キン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_013,キン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_016,キン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_018,キン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_091,コン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china2_095,コン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china4_037,チャララン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_017,ティン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_019,チン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_034,ティン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_051,チン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_090,チン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2_spray_032,スィィィィィィィィィ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2_spray_070,シューッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp1_062,ジャッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp2_015,シャッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp2_074,シュッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp2_075,シュッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp2_076,シュッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b4_sticks_054,チッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_clap2_032,パッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_clap2_065,パッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_clap2_067,パッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_claps1_041,パッパッパン,5,5.0,-0.3,0.3,-0.4,-0.3,0.0,0.6,0.7,0.7,-0.3,-0.2
b5_claps1_066,パンパンパンパン,5,5.0,-0.3,0.0,-0.4,-0.3,0.0,0.6,0.7,0.0,0.0,0.0
b5_claps1_091,タッタッタッタッタッタッタッタッタッ,5,5.0,-0.3,0.3,-0.4,-0.3,0.0,0.6,0.7,0.7,-0.3,-0.2
b5_claps1_097,パッパッパッパッパッ,5,5.0,-0.3,0.3,-0.4,-0.3,0.0,0.6,0.7,0.7,-0.3,-0.2
b5_claps2_068,パッパッパッパッパッ,5,5.0,-0.3,0.3,-0.4,-0.3,0.0,0.6,0.7,0.7,-0.3,-0.2
b5_claps2_078,パパパパパ,5,5.0,-0.3,0.0,-0.4,-0.3,0.0,0.6,0.7,0.0,0.0,0.0
b5_cracker_012,タッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_snap_049,ザッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c1_bell2_033,チリンリリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_cymbals_006,カーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_cymbals_044,カーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_cymbals_055,カーン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_cymbals_071,クワァン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_horn_051,パープッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_horn_070,パープッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_horn_075,パープッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_kara_026,ティロティロティロティロリン,5,5.0,-0.3,0.0,-0.4,-0.3,0.0,0.6,0.7,0.0,0.0,0.0
c3_maracas_087,シャシャシャンッ,5,5.0,-0.3,0.3,-0.4,-0.3,0.0,0.6,0.7,0.7,-0.3,0.0
c3_ring_033,カランカラン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_040,チリリリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_041,チリチリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_042,チリリリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_044,チリリリリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_047,トゥリリリリリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_048,チリチリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_051,トゥリリリリリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_052,チリチリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_081,チリンチリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_084,チリリリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_ring_097,チリリリン,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_002,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_003,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_005,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_009,ピィーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_013,フィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_019,ピーイ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_031,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_035,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_038,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_039,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_040,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_044,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_046,ピーイッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_051,ピイー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_052,ピィーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_053,ピィーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_054,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_055,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_057,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_059,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_062,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_063,ピィィィイイッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_065,ピィーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_068,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_073,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_075,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_078,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_079,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_080,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_081,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_083,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_084,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_087,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_088,ピーィッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_090,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle1_091,ピイイイイ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_093,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_094,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_096,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_097,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle1_098,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_001,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_012,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_015,ピイイー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_016,ピーイッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle2_022,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_025,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_027,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle2_036,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle2_038,ピィーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle2_046,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_052,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_060,ピィーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle2_075,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_081,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_087,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_088,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_095,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle2_097,ピューッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle2_098,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_003,ピィ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_005,ピ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_009,ピィ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_012,ピィッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_013,ピッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_015,ピィッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_019,ピイッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_024,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_030,ピッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_031,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_033,ピッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_034,ピッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_039,ピッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_042,ピイー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_044,ピィッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_046,ピィ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_047,ピィッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_050,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_052,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_053,ピイイイ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_055,ピィィィィッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_056,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_060,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_061,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_062,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_064,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_067,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_070,ピィーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_072,ピィィィ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_073,ピィィィ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_076,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_077,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_081,ピィーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_083,ピィー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_085,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_086,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_087,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_088,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_089,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_090,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_091,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_093,ピーッ,5,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
c3_whistle3_094,ピィーイ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c3_whistle3_095,ピー,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
