sound_id,audio_path,onomatopoeia_katakana,confidence_score,acceptance_score,dsp_target_0,dsp_target_1,dsp_target_2,dsp_target_3,dsp_target_4,dsp_target_5,dsp_target_6,dsp_target_7,dsp_target_8,dsp_target_9
a1_cherry1_098,a1/cherry1/098.wav,カッ,5,5.0,-0.1908716360727946,-0.7393579483032227,-0.9978138751991856,-0.9937400061419984,0.04216448013644536,1.0,-0.8878078151967599,1.0,-0.4419501133786848,-0.41950113378684806
a1_magno3_020,a1/magno3/020.wav,トッ,5,5.0,-0.18622414271036783,-0.7272408803304036,-0.9991046336338446,-0.996467899391725,-0.0017472660293348374,0.4742820491623949,0.543674109657982,0.7678004535147392,-0.4419501133786848,-0.41950113378684806
a1_magno3_022,a1/magno3/022.wav,コッ,5,5.0,-0.22185341517130533,-0.6243680318196614,-0.9981234833777193,-0.9947547124643649,0.6457249756089132,0.19319224823566605,-0.7164928771400063,0.7678004535147392,-0.38390022675736957,-0.3034013605442178
a1_magno3_023,a1/magno3/023.wav,コッ,5,5.0,-0.2458964983622233,-0.6429249445597331,-0.9984869184098658,-0.9938873608982877,0.4302869643345477,0.5939924322864762,-0.8107394020653296,1.0,-0.4419501133786848,-0.3034013605442178
a1_magno3_024,a1/magno3/024.wav,コッ,5,5.0,-0.22275241216023764,-0.7086812655131023,-0.998571540651449,-0.9936682534203756,0.7941680528540398,0.0556549387386871,-0.8840339017751249,1.0,-0.4419501133786848,-0.3034013605442178
a1_magno3_029,a1/magno3/029.wav,コッ,5,5.0,-0.20318969090779623,-0.6958600680033367,-0.9985792461632604,-0.9936717331534866,0.8167241216793251,-0.013114079545722412,-0.8295912905028973,0.7678004535147392,-0.38390022675736957,-0.3034013605442178
a1_magno3_030,a1/magno3/030.wav,コッ,5,5.0,-0.18337527910868326,-0.721175988515218,-0.9988609020047171,-0.9938160699336646,0.9437760510288267,-0.1674073375359253,-0.9109805863012839,0.7678004535147392,-0.38390022675736957,-0.3034013605442178
a1_magno3_031,a1/magno3/031.wav,コッ,5,5.0,-0.14921180407206217,-0.7371915181477864,-0.999057384125101,-0.9954737264109992,0.36042806500359403,0.48085975475083864,-0.43409305066542203,0.7678004535147392,-0.38390022675736957,-0.3034013605442178
a1_magno3_032,a1/magno3/032.wav,コッ,5,5.0,-0.17168800036112467,-0.7617249488830566,-0.9989547931197899,-0.9948214932675571,0.7733604778615124,0.059871931490811825,-0.8342877063435076,0.7678004535147392,-0.4419501133786848,-0.41950113378684806
a1_magno3_035,a1/magno3/035.wav,コッ,5,5.0,-0.20565621058146158,-0.6799065272013347,-0.9984590856337643,-0.9940746550318245,0.9950022633536364,-0.22618499766920086,-0.9494828685781866,1.0,-0.4419501133786848,-0.41950113378684806
a1_magno3_042,a1/magno3/042.wav,コッ,5,5.0,-0.16968782742818198,-0.7589329083760579,-0.9988545872024126,-0.9959088685757148,-0.26641468350028585,1.0,-0.8992384621111346,0.7678004535147392,-0.4419501133786848,-0.41950113378684806
a1_teak1_001,a1/teak1/001.wav,トンッ,5,5.0,-0.2791930039723714,-0.5800558725992839,-0.9969123596062922,-0.9944803010984812,0.3865109498314159,0.6712752375752942,-0.8228000446787065,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak1_002,a1/teak1/002.wav,トンッ,5,5.0,-0.19979317982991537,-0.6985564231872559,-0.9980063595746935,-0.9959230779281764,0.16103174367987294,0.9866417400359433,-0.7452529335520397,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak1_003,a1/teak1/003.wav,トンッ,5,5.0,-0.20900487899780273,-0.6178255081176758,-0.9977887833778503,-0.9960854699018574,0.13517064792670475,1.0,-0.784038471958767,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak1_004,a1/teak1/004.wav,トンッ,5,5.0,-0.27023744583129883,-0.6814333597819011,-0.9970988274148045,-0.9945075404597427,0.5970270977556991,0.3641535341719737,-0.8721622413144063,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak1_005,a1/teak1/005.wav,トンッ,5,5.0,-0.2437926928202311,-0.6715526580810547,-0.997046265299757,-0.9951317310688915,0.42584426869663816,0.5781452179557083,-0.7717350978667857,0.7678004535147392,-0.4419501133786848,-0.3034013605442178
a1_teak1_007,a1/teak1/007.wav,コン,5,5.0,-0.21657443046569824,-0.6611372629801433,-0.9977205947961029,-0.9954887176548983,0.2054049949525203,0.9619379754998107,-0.8229590952331336,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak1_008,a1/teak1/008.wav,コン,5,5.0,-0.2567593256632487,-0.6234076817830403,-0.9967172373730964,-0.9945282224975743,0.6173543499889458,0.37464147195804043,-0.943953130696837,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak1_011,a1/teak1/011.wav,コン,5,5.0,-0.21915157636006674,-0.6868658065795898,-0.9973242196762767,-0.9962934183925092,0.20866623067608647,0.9358921572829628,-0.7875921174817981,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak1_012,a1/teak1/012.wav,トンッ,5,5.0,-0.21976121266682944,-0.6750024159749348,-0.9976840261468342,-0.995997135113067,0.1911695541230849,0.9882296381169842,-0.8283571277260252,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak1_013,a1/teak1/013.wav,コン,5,5.0,-0.2306391398111979,-0.6369293530782063,-0.9977813708507206,-0.995804863199133,0.27766248929983184,0.8885015874424926,-0.8929160694099114,1.0,-0.4419501133786848,-0.18730158730158736
a1_teak1_015,a1/teak1/015.wav,コン,5,5.0,-0.254369576772054,-0.6463454564412434,-0.9969003208699464,-0.9954526605802723,0.36524676733883465,0.7454770090172864,-0.8887416582421875,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak2_012,a1/teak2/012.wav,コン,5,5.0,-0.24899864196777344,-0.6532144546508789,-0.9991152843014609,-0.9983551726498382,-0.5914911345248652,1.0,-0.647836510642819,0.7678004535147392,-0.38390022675736957,-0.3034013605442178
a1_teak3_000,a1/teak3/000.wav,コッ,5,5.0,-0.2021651268005371,-0.642723560333252,-0.998618330289097,-0.9964161320403071,0.6336709568216956,0.054210711721001115,-0.4509245558155819,0.7678004535147392,-0.38390022675736957,-0.3034013605442178
a1_teak3_001,a1/teak3/001.wav,コッ,5,5.0,-0.2026065190633138,-0.6823670069376628,-0.9988682092779109,-0.9961855870184013,0.7704586934081838,-0.004633272115979192,-0.7177431538178419,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak3_002,a1/teak3/002.wav,コッ,5,5.0,-0.20458022753397623,-0.6199537913004558,-0.9984512260830822,-0.9967036400666387,0.6744949720804485,0.04823659170485972,-0.5495693729090161,1.0,-0.4419501133786848,-0.3034013605442178
a1_teak3_003,a1/teak3/003.wav,コッ,5,5.0,-0.2024390697479248,-0.6952169736226399,-0.9989774331403173,-0.9962499271696708,0.8556927501547626,-0.10594432775013563,-0.7760521811914087,0.7678004535147392,-0.38390022675736957,-0.3034013605442178
a1_teak3_004,a1/teak3/004.wav,コッ,5,5.0,-0.23055394490559897,-0.6096997261047363,-0.99818085425036,-0.9960013250386794,0.833057661521672,-0.1027921184845394,-0.7215200041615997,1.0,-0.4419501133786848,-0.41950113378684806
a1_teak3_005,a1/teak3/005.wav,コッ,5,5.0,-0.19554622968037924,-0.6862281163533528,-0.999026348669314,-0.9963635292987113,0.6252501497957461,0.21783817703613817,-0.7010658817287332,0.7678004535147392,-0.38390022675736957,-0.41950113378684806
a1_teak3_007,a1/teak3/007.wav,コッ,5,5.0,-0.23371736208597818,-0.5851249694824219,-0.9981425213079584,-0.9957705494437596,0.916628864748652,-0.12169281242156149,-0.9130927903303958,0.7678004535147392,-0.38390022675736957,-0.3034013605442178
a1_teak3_008,a1/teak3/008.wav,コッ,5,5.0,-0.21806995073954263,-0.6309016545613606,-0.9980295027585572,-0.9960979377051588,0.7538285390848511,0.0824005799058729,-0.8188178284119958,0.7678004535147392,-0.38390022675736957,-0.41950113378684806
a1_teak3_018,a1/teak3/018.wav,コッ,5,5.0,-0.13574536641438803,-0.7874054908752441,-0.999469149597831,-0.9974509700360049,0.19434426058704224,0.7542506459937208,-0.4447660314419286,1.0,-0.4419501133786848,-0.41950113378684806
a1_teak3_025,a1/teak3/025.wav,コッ,5,5.0,-0.11198743184407552,-0.7678743998209636,-0.9995653916572518,-0.9984805165750292,-0.5596260453270234,1.0,1.0,1.0,-0.4419501133786848,-0.3034013605442178
a1_wood2_015,a1/wood2/015.wav,カッ,5,5.0,0.04479050636291504,-0.9409464200337727,-0.9997671960728495,-0.9999309824917326,-0.1988067977753677,1.0,-0.8177378449976184,0.7678004535147392,-0.38390022675736957,-0.41950113378684806
a1_wood3_012,a1/wood3/012.wav,コトッ,5,5.0,-0.37606080373128253,-0.5100440979003906,-0.9975145560187613,-0.9938508806418432,0.6640987100461875,0.325756128405553,-0.9876555477376799,-0.857596371882086,-0.38390022675736957,-0.07120181405895692
a1_wood3_031,a1/wood3/031.wav,コロ,5,5.0,-0.33678706487019855,-0.5612502098083496,-0.998532924686326,-0.9961638670545251,0.4702414889597417,0.6401442202456162,-0.9920008745129414,0.30340136054421774,-0.26780045351473925,-0.07120181405895692
a2_bowl_078,a2/bowl/078.wav,カーン,5,5.0,-0.07007559140523274,-0.7014371554056804,-0.9966572629098441,-0.9714172160652876,-0.5368663639613247,1.0,0.9333593236193647,0.30340136054421774,0.08049886621315196,1.0
a2_candybwl_005,a2/candybwl/005.wav,ドーン,5,5.0,-0.13461637496948242,-0.7452324231465657,-0.9784524412606111,-0.5330980299666789,1.0,-0.8666093403253087,-0.9788915035532431,0.5356009070294785,-0.1517006802721089,1.0
a2_candybwl_023,a2/candybwl/023.wav,ドゥオーン,5,5.0,0.01757224400838216,-0.3187986214955647,-0.9932477727349865,-0.9078044753813228,0.6880373242551345,0.2170775653749708,-0.9576942695105203,0.30340136054421774,0.19659863945578224,1.0
a2_candybwl_029,a2/candybwl/029.wav,ドォーン,5,5.0,0.010390837987263998,-0.2703053951263428,-0.9866911825071975,-0.8874609313813764,0.7233657556239135,0.14320322104596772,-0.9513107149375689,0.30340136054421774,0.08049886621315196,1.0
a2_candybwl_031,a2/candybwl/031.wav,ドーン,5,5.0,0.039814154307047524,-0.4240131378173828,-0.9922088111723238,-0.9076961396130049,0.4842325904485225,0.526447403628896,-0.93028356753656,0.30340136054421774,0.13854875283446716,1.0
a2_candybwl_037,a2/candybwl/037.wav,ゴーン,5,5.0,0.053743203481038414,-0.4362058639526367,-0.9934238064484725,-0.8991344276102436,0.6568690054711401,0.2317303172869678,-0.9076082921190451,0.30340136054421774,0.022448979591836747,1.0
a2_candybwl_038,a2/candybwl/038.wav,ゴーン,5,5.0,0.0620423158009847,-0.40010722478230787,-0.9931207864680732,-0.9004937205882113,0.48323071925948113,0.5018106135702665,-0.8934516629518474,0.07120181405895698,0.022448979591836747,1.0
a2_candybwl_044,a2/candybwl/044.wav,ドドーン,5,5.0,-0.35502004623413086,-0.3510514895121257,-0.8771315133488943,-0.38549011842914593,0.9571051250489102,-0.5439720238060286,-0.9679647303168994,0.5356009070294785,0.08049886621315196,1.0
a2_candybwl_045,a2/candybwl/045.wav,ドドーン,5,5.0,-0.32565927505493164,-0.33386500676472974,-0.8806725786889023,-0.3722265803394449,0.9101220514094177,-0.4736998434496157,-0.9719326560390279,0.5356009070294785,-0.09365079365079368,1.0
a2_candybwl_088,a2/candybwl/088.wav,ドーン,5,5.0,-0.28011488914489746,-0.3667607307434082,-0.9322506119454714,0.14200025481550282,0.7931170275697976,-0.6356814048848436,-0.887098975155396,0.5356009070294785,-0.09365079365079368,1.0
a2_coffcan_076,a2/coffcan/076.wav,カン,5,5.0,-0.4618508021036784,-0.4114807446797688,-0.9943872770644503,-0.9895226502144937,0.48440379355738905,-0.20228722917410424,0.3661940367439116,0.5356009070294785,-0.32585034013605446,1.0
a2_colacan_010,a2/colacan/010.wav,タン,5,5.0,-0.3559001286824544,-0.44264396031697584,-0.9742673169422348,-0.7862398493119143,-0.6185868466555858,1.0,-0.6268807526056424,0.5356009070294785,-0.32585034013605446,1.0
a2_colacan_011,a2/colacan/011.wav,カン,5,5.0,-0.5933411916097006,-0.18225479125976562,-0.8799296124802612,-0.6228118920729748,-0.6245008940986274,1.0,-0.23960036995408707,0.5356009070294785,-0.32585034013605446,1.0
a2_trashbox_023,a2/trashbox/023.wav,トン,5,5.0,-0.25220592816670734,-0.3542475700378418,-0.8703709614202739,-0.7750615873295699,0.0830811724049918,0.26687607428027427,0.39867810435102036,0.5356009070294785,-0.20975056689342403,1.0
a4_bottle2_051,a4/bottle2/051.wav,ピン,5,5.0,-0.440460205078125,-0.25179616610209155,-0.9173162067055641,-0.941968843540843,-0.811182679976502,0.8439270017215148,1.0,0.5356009070294785,-0.32585034013605446,1.0
a4_china1_011,a4/china1/011.wav,キン,5,5.0,-0.04683105150858561,-0.5273923873901367,-0.9548541265908133,-0.9990675933843726,-0.9710960101882722,0.911723182805914,1.0,0.7678004535147392,-0.38390022675736957,1.0
a4_china1_012,a4/china1/012.wav,キン,5,5.0,-0.037837584813435875,-0.3467524846394856,-0.9592532423196227,-0.9990072452893587,-0.9716978378243816,1.0,0.49198131107715226,0.7678004535147392,-0.32585034013605446,1.0
a4_china1_013,a4/china1/013.wav,キン,5,5.0,-0.03581770261128744,-0.29410735766092944,-0.966581216372365,-0.9992876289029532,-0.9769000027497197,0.6351915954019791,1.0,0.5356009070294785,-0.32585034013605446,1.0
a4_china1_016,a4/china1/016.wav,キン,5,5.0,0.007076263427734375,-0.4643875757853191,-0.9712548040934432,-0.9991798346355906,-0.9771879097784261,1.0,1.0,0.5356009070294785,-0.32585034013605446,1.0
a4_china1_018,a4/china1/018.wav,キン,5,5.0,-0.12476325035095215,-0.43427960077921557,-0.9500322359316198,-0.9984104452900306,-0.924049438450841,1.0,0.3817128611259537,0.7678004535147392,-0.32585034013605446,1.0
a4_china1_091,a4/china1/091.wav,コン,5,5.0,0.09640701611836751,-0.6256702740987141,-0.9917053536316599,-0.9984485919390099,-0.5470171861054802,1.0,-0.5604037752957429,0.5356009070294785,-0.26780045351473925,0.8575963718820862
a4_china2_095,a4/china2/095.wav,コン,5,5.0,-0.03155001004536947,-0.5730379422505696,-0.985172242711537,-0.9990570168468219,-0.8629078657777235,-0.2982004997811154,1.0,0.7678004535147392,-0.38390022675736957,0.5092970521541952
a4_china4_037,a4/china4/037.wav,チャララン,5,5.0,-0.13315494855244955,-0.1746772130330403,-0.9650503864279799,-0.9968184948327098,0.04782071919233055,0.6998022480385004,0.024088041901650925,-0.6253968253968254,-0.26780045351473925,1.0
a4_cup1_017,a4/cup1/017.wav,ティン,5,5.0,-0.5231148401896158,0.021606365839640262,-0.7926307647902215,-0.9676718040324752,-0.9535443038886015,0.14187925724970518,1.0,0.30340136054421774,-0.26780045351473925,1.0
a4_cup1_019,a4/cup1/019.wav,チン,5,5.0,-0.2483187516530355,-0.25736538569132494,-0.9374557390046669,-0.994636191475376,-0.8805210155028269,-0.3081325858701204,1.0,0.5356009070294785,-0.20975056689342403,1.0
a4_cup1_034,a4/cup1/034.wav,ティン,5,5.0,-0.31499306360880536,-0.21928938229878736,-0.844781561380328,-0.9867266674023704,-0.9777572645012907,1.0,0.7942669779205067,0.07120181405895698,-0.03560090702947846,1.0
a4_cup1_051,a4/cup1/051.wav,チン,5,5.0,-0.24522113800048828,-0.32019988695780444,-0.9836869826869292,-0.9985772004256374,-0.9990846816829828,1.0,0.549383036825291,0.5356009070294785,-0.26780045351473925,1.0
a4_cup1_090,a4/cup1/090.wav,チン,5,5.0,-0.3118297259012858,-0.1709481875101726,-0.9295292184737801,-0.9957627363040424,-0.893619029178714,-0.46427131034617275,1.0,0.5356009070294785,-0.26780045351473925,1.0
b2_spray_032,b2/spray/032.wav,スィィィィィィィィィ,5,5.0,-0.4182858467102051,0.1593928337097168,-0.9667574994233766,-0.9961178323374382,-0.9973134967156365,-0.6192035073978162,1.0,-1.0,1.0,1.0
b2_spray_070,b2/spray/070.wav,シューッ,5,5.0,-0.11259889602661133,-0.31370814641316724,-0.9954072871938071,-0.9995129179835952,-0.9975274049286876,0.6053902124854758,1.0,-1.0,1.0,1.0
b3_sandpp1_062,b3/sandpp1/062.wav,ジャッ,5,5.0,-0.25525959332784015,-0.2688566048940022,-0.9672438982823822,-0.9609486148763826,-0.6679884072629176,1.0,0.19509290163190451,-0.857596371882086,-0.03560090702947846,1.0
b3_sandpp2_015,b3/sandpp2/015.wav,シャッ,5,5.0,-0.07175771395365398,-0.4099745750427246,-0.9939198244959694,-0.9880186992391934,-0.6486925948992366,1.0,0.48976146137067755,-1.0,-0.20975056689342403,0.3931972789115645
b3_sandpp2_074,b3/sandpp2/074.wav,シュッ,5,5.0,-0.32759706179300946,-0.19401168823242188,-0.9440709612728843,-0.9924685457425177,-0.7650788780580875,1.0,1.0,-1.0,0.2546485260770976,1.0
b3_sandpp2_075,b3/sandpp2/075.wav,シュッ,5,5.0,-0.30872170130411786,-0.217268705368042,-0.9632793852958658,-0.9917546595839843,-0.7740250129141537,1.0,0.7463146987250777,-1.0,0.13854875283446716,1.0
b3_sandpp2_076,b3/sandpp2/076.wav,シュッ,5,5.0,-0.29253284136454266,-0.20408686002095533,-0.9568821922839654,-0.9904247225856674,-0.6766864778526156,1.0,1.0,-1.0,-0.20975056689342403,1.0
b4_sticks_054,b4/sticks/054.wav,チッ,5,5.0,-0.3243227005004883,-0.23816442489624023,-0.9633847708397929,-0.9980100901062792,-0.9904197377242973,-0.23382121377123688,1.0,0.7678004535147392,-0.38390022675736957,1.0
b5_clap2_032,b5/clap2/032.wav,パッ,5,5.0,-0.42477989196777344,-0.44990762074788404,-0.9874150550799534,-0.9946068839055824,0.571444346468184,0.3201806953501627,-0.7339596209382071,1.0,-0.4419501133786848,-0.18730158730158736
b5_clap2_065,b5/clap2/065.wav,パッ,5,5.0,-0.45609792073567706,-0.4463934898376465,-0.984691999072005,-0.9731317604468679,0.9332181665744079,-0.3233929470635115,-0.6484962129174769,0.7678004535147392,-0.38390022675736957,0.6253968253968253
b5_clap2_067,b5/clap2/067.wav,パッ,5,5.0,-0.6054228146870931,-0.27698826789855957,-0.9607068494901212,-0.9572764262099656,0.9769361228034656,-0.3540023690518316,-0.7388450448904668,1.0,-0.38390022675736957,1.0
b5_claps1_041,b5/claps1/041.wav,パッパッパン,5,5.0,-0.04107197125752767,-0.8182384173075359,-0.9993207311443384,-0.9904741020199646,0.8719168820704468,-0.04173430966032321,-0.9319861433383164,1.0,-0.4419501133786848,0.6253968253968253
b5_claps1_066,b5/claps1/066.wav,パンパンパンパン,5,5.0,-0.045857747395833336,-0.6290030479431152,-0.9989385013534441,-0.9895820258846889,1.0,-0.6107375668619708,-0.9609373778442144,1.0,-0.38390022675736957,1.0
b5_claps1_091,b5/claps1/091.wav,タッタッタッタッタッタッタッタッタッ,5,5.0,-0.005181471506754558,-0.730830192565918,-0.9993781369482198,-0.9967346770370635,1.0,-0.3032475246341224,-0.9577344128075367,-1.0,-0.4419501133786848,1.0
b5_claps1_097,b5/claps1/097.wav,パッパッパッパッパッ,5,5.0,0.05314366022745768,-0.8229379653930664,-0.9987738442323055,-0.9929566134295391,1.0,-0.23211800005236183,-0.9639437165703044,-1.0,-0.38390022675736957,1.0
b5_claps2_068,b5/claps2/068.wav,パッパッパッパッパッ,5,5.0,-0.1702860196431478,-0.4676257769266765,-0.9949521556810159,-0.9841524481370384,0.24870511935234196,0.7893974172762954,-0.6631534323163055,-1.0,-0.38390022675736957,1.0
b5_claps2_078,b5/claps2/078.wav,パパパパパ,5,5.0,-0.06093454360961914,-0.7125533421834309,-0.997395311304782,-0.9679010081855389,1.0,-0.40726562992431425,-0.8323051476524644,1.0,-0.4419501133786848,1.0
b5_cracker_012,b5/cracker/012.wav,タッ,5,5.0,0.19935154914855957,-0.6966814994812012,-0.9525961603241655,-0.983598624830016,-0.13940858284563262,1.0,-0.04809799113652591,0.7678004535147392,-0.38390022675736957,-0.3034013605442178
b5_snap_049,b5/snap/049.wav,ザッ,5,5.0,0.09372131029764812,-0.2805941104888916,-0.9840872137546145,-0.8148270191785858,0.13291311110033166,0.6491219758753037,-0.29364803046740195,-0.16099773242630389,-0.26780045351473925,1.0
c1_bell2_033,c1/bell2/033.wav,チリンリリン,5,5.0,-0.1272885799407959,-0.2843113740285237,-0.9965739622555994,-0.9995220149991181,-0.9998332391753708,1.0,-0.9140762555032521,-1.0,-0.32585034013605446,1.0
c3_cymbals_006,c3/cymbals/006.wav,カーン,5,5.0,0.004316488901774089,-0.225481669108073,-0.998374720701986,-0.9840376519368186,0.7011481007326861,-0.41004148210617264,0.13048452811284816,0.5356009070294785,-0.26780045351473925,1.0
c3_cymbals_044,c3/cymbals/044.wav,カーン,5,5.0,0.053510586420694985,-0.477094014485677,-0.998106583140453,-0.9897775851640496,0.6806960433260001,-0.2948119440944339,-0.0013622210063592988,0.07120181405895698,-0.26780045351473925,1.0
c3_cymbals_055,c3/cymbals/055.wav,カーン,5,5.0,0.10670431454976399,-0.3370795249938965,-0.9994405019853141,-0.9941529327069967,0.7361575626268784,-0.15294990756882487,-0.3808900145238976,0.30340136054421774,-0.09365079365079368,1.0
c3_cymbals_071,c3/cymbals/071.wav,クワァン,5,5.0,-0.008045593897501627,-0.35562849044799805,-0.9969281450455021,-0.9542946410638715,0.7976088411900386,-0.40014047636554695,-0.1734674720263446,0.5356009070294785,-0.32585034013605446,1.0
c3_horn_051,c3/horn/051.wav,パープッ,5,5.0,0.1794468561808268,-1.0,-0.999937702735239,-0.9999735194922609,1.0,-0.5075025236356276,-0.997133786711994,-1.0,0.4868480725623583,1.0
c3_horn_070,c3/horn/070.wav,パープッ,5,5.0,0.19794193903605142,-0.982020378112793,-0.9999434823531197,-0.9999726079733091,1.0,-0.44654183547690496,-0.9964675689347946,-1.0,1.0,1.0
c3_horn_075,c3/horn/075.wav,パープッ,5,5.0,0.19290447235107422,-0.9742015202840169,-0.9999395772301612,-0.9999533313503571,1.0,-0.4554822856188784,-0.9970022791492834,-1.0,1.0,1.0
c3_kara_026,c3/kara/026.wav,ティロティロティロティロリン,5,5.0,-0.3152744770050049,0.2525817553202311,-0.9389526072877856,-0.9765203272537509,-0.8304121730787031,0.2081494845500016,1.0,-1.0,-0.26780045351473925,1.0
c3_maracas_087,c3/maracas/087.wav,シャシャシャンッ,5,5.0,-0.18224461873372397,-0.5257002512613933,-0.9991386038804292,-0.9999174443024477,-0.9975437354871614,-0.46667000136995174,1.0,-1.0,-0.32585034013605446,1.0
c3_ring_033,c3/ring/033.wav,カランカラン,5,5.0,-0.27255574862162274,-0.5028112729390461,-0.9987819198798379,-0.9998565919681353,-0.9780978627795174,-0.528463691546436,1.0,0.5356009070294785,-0.26780045351473925,1.0
c3_ring_040,c3/ring/040.wav,チリリリン,5,5.0,-0.1133112112681071,-0.6029281616210938,-0.9997589149625223,-0.999946596978147,-0.9937406048691453,-0.34128492633133833,1.0,-1.0,-0.26780045351473925,1.0
c3_ring_041,c3/ring/041.wav,チリチリン,5,5.0,-0.12138764063517253,-0.5601023038228352,-0.9997535688722891,-0.9999509882709959,-0.9960183460863171,-0.43288155172578757,1.0,-1.0,-0.26780045351473925,1.0
c3_ring_042,c3/ring/042.wav,チリリリン,5,5.0,-0.03859178225199381,-0.49833758672078443,-0.9998010458648616,-0.999966122404676,-0.9907499431785868,-0.29737154678218225,1.0,-1.0,-0.1517006802721089,1.0
c3_ring_044,c3/ring/044.wav,チリリリリン,5,5.0,-0.14871660868326822,-0.5123044649759929,-0.999588523198991,-0.9999332644824103,-0.9925656066918426,-0.646179205878392,1.0,0.07120181405895698,-0.20975056689342403,1.0
c3_ring_047,c3/ring/047.wav,トゥリリリリリン,5,5.0,-0.0189818541208903,-0.5589375495910645,-0.9998272907254858,-0.99997535693375,-0.9923065812366508,-0.4550155046934363,1.0,-1.0,-0.20975056689342403,1.0
