audio_path,onomatopoeia,confidence,avg_acceptability,num_evaluators,total_score
RWCP-SSD/drysrc/c3/ring/040.wav,チリリリン,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/ring/041.wav,チリチリン,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/ring/042.wav,チリリリン,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/ring/044.wav,チリリリリン,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/ring/047.wav,トゥリリリリリン,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/ring/048.wav,チリチリン,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/ring/051.wav,トゥリリリリリン,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/ring/052.wav,チリチリン,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/ring/081.wav,チリンチリン,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/ring/084.wav,チリリリン,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/ring/097.wav,チリリリン,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/002.wav,ピー,5,5.00,7,10.00
RWCP-SSD/drysrc/c3/whistle1/003.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/005.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/009.wav,ピィーッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/013.wav,フィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/019.wav,ピーイ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/031.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/035.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/038.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/039.wav,ピー,5,5.00,7,10.00
RWCP-SSD/drysrc/c3/whistle1/040.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/044.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/046.wav,ピーイッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/051.wav,ピイー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/052.wav,ピィーッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/053.wav,ピィーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/054.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/055.wav,ピィー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/057.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/059.wav,ピィー,5,5.00,7,10.00
RWCP-SSD/drysrc/c3/whistle1/062.wav,ピィー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/063.wav,ピィィィイイッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/065.wav,ピィーッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/068.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/073.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/075.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/078.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/079.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/080.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/081.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/083.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/084.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/087.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/088.wav,ピーィッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/090.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/091.wav,ピイイイイ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/093.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/094.wav,ピィー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle1/096.wav,ピィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/097.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle1/098.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/001.wav,ピィー,5,5.00,7,10.00
RWCP-SSD/drysrc/c3/whistle2/012.wav,ピィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/015.wav,ピイイー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/016.wav,ピーイッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/022.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/025.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/027.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/036.wav,ピーッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle2/038.wav,ピィーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/046.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/052.wav,ピィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/060.wav,ピィーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/075.wav,ピィー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle2/081.wav,ピィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/087.wav,ピー,5,5.00,7,10.00
RWCP-SSD/drysrc/c3/whistle2/088.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/095.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle2/097.wav,ピューッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle2/098.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/003.wav,ピィ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/005.wav,ピ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/009.wav,ピィ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/012.wav,ピィッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/013.wav,ピッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/015.wav,ピィッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/019.wav,ピイッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/024.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/030.wav,ピッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/031.wav,ピィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/033.wav,ピッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/034.wav,ピッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/039.wav,ピッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/042.wav,ピイー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/044.wav,ピィッ,5,5.00,7,10.00
RWCP-SSD/drysrc/c3/whistle3/046.wav,ピィ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/047.wav,ピィッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/050.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/052.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/053.wav,ピイイイ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/055.wav,ピィィィィッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/056.wav,ピィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/060.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/061.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/062.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/064.wav,ピィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/067.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/070.wav,ピィーッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/072.wav,ピィィィ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/073.wav,ピィィィ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/076.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/077.wav,ピーッ,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/081.wav,ピィーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/083.wav,ピィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/085.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/086.wav,ピー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/087.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/088.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/089.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/090.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/091.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/093.wav,ピーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/094.wav,ピィーイ,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/095.wav,ピー,5,5.00,6,10.00
RWCP-SSD/drysrc/c3/whistle3/098.wav,ピィー,5,5.00,5,10.00
RWCP-SSD/drysrc/c3/whistle3/099.wav,ピィーッ,5,5.00,5,10.00
RWCP-SSD/drysrc/c4/buzzer/051.wav,ブー,5,5.00,5,10.00
RWCP-SSD/drysrc/c4/buzzer/065.wav,ブー,5,5.00,5,10.00
RWCP-SSD/drysrc/c4/clock2/000.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/001.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/002.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/003.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/004.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/005.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/006.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/007.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/008.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/009.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/010.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/011.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/012.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/013.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/014.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/015.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/016.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/017.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/018.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/019.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/020.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/021.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/022.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/023.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/024.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/025.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/026.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/027.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/028.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/029.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/030.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/031.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/032.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/033.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/034.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/035.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/036.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/037.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/038.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/039.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/040.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/041.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/042.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/043.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/044.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/045.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/046.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/047.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/048.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/049.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/050.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/051.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/052.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/053.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/054.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/055.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/056.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/057.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/058.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/059.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/060.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/061.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/062.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/063.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/064.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/065.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/066.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/067.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/068.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/069.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/070.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/071.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/072.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/073.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/074.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/075.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/076.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/077.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/078.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/079.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/080.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/081.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/082.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/083.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/084.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/085.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/086.wav,ピピピピ,5,5.00,12,10.00
RWCP-SSD/drysrc/c4/clock2/087.wav,ピピピピ,5,5.00,12,10.00
